hpid,name,emcls,emcls_name,addr,tel_main,tel_er,lat,lon,sido
A2800017,의료법인합포의료재단에스엠지연세병원,G006,지역응급의료센터,"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",055-243-0100,055-240-7777,35.18635329986849,128.56163160027907,경상남도
A2800010,의료법인환명의료재단 조은금강병원,G006,지역응급의료센터,경상남도 김해시 김해대로 1814-37 (삼계동),055-330-0300,055-330-0200,35.2623038386,128.8615781975,경상남도
A2800003,제일병원,G006,지역응급의료센터,경상남도 진주시 진주대로 885 (강남동),055-750-7123,055-750-7119,35.1793997485,128.0899464997,경상남도
A2800037,진주복음병원,G007,지역응급의료기관,경상남도 진주시 진양호로 370 (신안동),055-749-7110,055-749-7119,35.185376569664825,128.06939115519654,경상남도
A2800044,진주세란병원,G009,응급실운영신고기관,경상남도 진주시 진주대로 829 (주약동),055-760-7578,055-760-7575,35.17448762105697,128.09295064588534,경상남도
A2803505,창원경상국립대학교병원,G006,지역응급의료센터,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",055-214-2000,055-214-1339,35.19921298418469,128.7078072393552,경상남도
A2800004,창원파티마병원,G006,지역응급의료센터,경상남도 창원시 의창구 창이대로 45 (명서동),055-270-1000,055-270-1119,35.2372418321,128.6444852768,경상남도
A2800007,창원한마음병원,G006,지역응급의료센터,경상남도 창원시 의창구 용동로57번길 8 (사림동),055-225-0000,055-225-0350,35.2379796340839,128.699059273138,경상남도
A2800062,태황의료재단한성병원,G007,지역응급의료기관,경상남도 창녕군 창녕읍 교리1길 2,0555305000,055-530-5119,35.5421522771,128.4934147264,경상남도
A2804216,하나병원,G009,응급실운영신고기관,"경상남도 사천시 사천읍 진삼로 1468-8, 하나병원",055-855-1112,070-4567-9611,35.0822158154719,128.086480599028,경상남도
A2800826,하동중앙의원,G009,응급실운영신고기관,경상남도 하동군 하동읍 연화길 6,055-883-0222,055-883-0222,35.07144347237017,127.75322730361015,경상남도
A2800020,학교법인성균관대학삼성창원병원,G001,권역응급의료센터,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",055-233-8899,055-233-8899,35.242599227316994,128.592430520838,경상남도
A2800043,한일병원,G006,지역응급의료센터,"경상남도 진주시 범골로 17, 한일병원 지하1 1~7층 (충무공동)",055-759-7777,055-750-1333,35.16696519825003,128.128547657113,경상남도
A2800080,함양성심병원,G007,지역응급의료기관,경상남도 함양군 함양읍 고운로 70,055-963-4322,055-964-4322,35.52046827900683,127.72924773802185,경상남도
A2800042,행복한병원,G009,응급실운영신고기관,경상남도 밀양시 하남읍 수산중앙로 56-2,055-391-0090,,35.37461994215032,128.7114865036199,경상남도
A2700018,경상북도김천의료원,G007,지역응급의료기관,경상북도 김천시 모암길 24 (모암동),054-432-8901,054-429-8234,36.12249076001089,128.12649330522635,경상북도
A2700001,경상북도안동의료원,G007,지역응급의료기관,경상북도 안동시 태사2길 55 (북문동),054-850-6000,054-850-6100,36.56826733448251,128.73213342858523,경상북도
A2700005,경상북도포항의료원,G007,지역응급의료기관,"경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))",054-247-0551,054-245-0129,36.03462413480262,129.3549930430143,경상북도
A2700097,계명대학교경주동산병원,G007,지역응급의료기관,경상북도 경주시 봉황로 65 (서부동),054-770-9500,054-770-9420,35.84545696334947,129.20964031186756,경상북도
A2700015,구미강동병원,G007,지역응급의료기관,경상북도 구미시 인동20길 46 (진평동),054-453-7575,054-478-9521,36.096198858616575,128.42297791647263,경상북도
A2700003,동국대학교의과대학경주병원,G006,지역응급의료센터,경상북도 경주시 동대로 87 (석장동),054-748-9300,054-770-8306,35.85839884416154,129.19669937927446,경상북도
A2700071,봉화해성병원,G009,응급실운영신고기관,경상북도 봉화군 봉화읍 보밑길 3,054-673-1331,054-679-1331,36.89170700324608,128.73350079244224,경상북도
A2700011,상주적십자병원,G007,지역응급의료기관,경상북도 상주시 상서문로 53 (남성동),054-534-3501,054-530-3171,36.414640776098004,128.15560122041242,경상북도
A2700013,순천향대학교부속구미병원,G006,지역응급의료센터,"경상북도 구미시 1공단로 179 (공단동, (공단동))",054-468-9114,054-468-9119,36.10286857919866,128.38265476387454,경상북도
A2700004,안동성소병원,G006,지역응급의료센터,경상북도 안동시 서동문로 99 (금곡동),054-850-8114,054-850-8282,36.56712693337398,128.72245351866204,경상북도
A2700008,에스포항병원,G007,지역응급의료기관,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",054-289-9000,054-289-9120,36.0348228983,129.3314002552,경상북도
A2700017,영남대학교의과대학부속영천병원,G007,지역응급의료기관,경상북도 영천시 오수1길 10 (오수동),0543389000,054-330-7575,35.957320739100794,128.91305328332228,경상북도
A2700073,영덕아산병원,G009,응급실운영신고기관,경상북도 영덕군 영해면 영덕로 1621,054-730-0152,054-730-0119,36.52464784739123,129.4022978175491,경상북도
A2700031,영주기독병원,G007,지역응급의료기관,경상북도 영주시 구성로 380 (영주동),054-635-6161,054-635-3050,36.82516126894279,128.62114810991983,경상북도
A2700020,영주자인병원,G007,지역응급의료기관,경상북도 영주시 대동로31번길 9 (가흥동),054-633-1131,070-7335-5229,36.815947445861305,128.60561041705353,경상북도
A2702752,영주적십자병원,G007,지역응급의료기관,"경상북도 영주시 대학로 327-0 (가흥동,영주적십자병원)",054-630-0100,054-630-0112,36.8252579707,128.6040034927,경상북도
E2700553,울릉군보건의료원,G007,지역응급의료기관,경상북도 울릉군 울릉읍 울릉순환로 396-18,054-790-6871,054-790-6911,37.485886024545444,130.89947707708177,경상북도
A2700052,울진군의료원,G007,지역응급의료기관,경상북도 울진군 울진읍 현내항길 71,054-785-7000,054-785-7119,36.99264955966117,129.40949155236495,경상북도
A2700019,의)근원의료재단경산중앙병원,G007,지역응급의료기관,경상북도 경산시 경안로 11 (백천동),053-715-0100,053-715-0119,35.80882731345708,128.7401572913474,경상북도
A2700038,의료법인대남의료재단청도대남병원,G007,지역응급의료기관,경상북도 청도군 화양읍 청화로 79-7,054-373-0606,054-370-5112,35.64871261648798,128.73711323398672,경상북도
A2700012,의료법인덕산의료재단김천제일병원,G006,지역응급의료센터,경상북도 김천시 신음1길 12 (신음동),054-420-9300,054-420-9500,36.135341995663524,128.11882383545816,경상북도
A2700006,의료법인동춘의료재단문경제일병원,G006,지역응급의료센터,경상북도 문경시 당교3길 25 (모전동),054-550-7700,054-550-7777,36.5848214366,128.189771534,경상북도
A2700026,의료법인명성의료재단영양병원,G009,응급실운영신고기관,경상북도 영양군 영양읍 동서대로 75,054-682-0727,054-682-3866,36.66257764096643,129.1173135291313,경상북도
A2700009,의료법인삼백의료재단상주성모병원,G007,지역응급의료기관,경상북도 상주시 냉림서성길 7 (냉림동),054-532-5001,054-530-7811,36.42029125774357,128.15973341130405,경상북도
A2700036,의료법인서명의료재단세명종합병원,G007,지역응급의료기관,경상북도 경산시 경안로 208 (중방동),053-819-8800,053-819-8500,35.82621911080917,128.7374074375532,경상북도
A2700023,의료법인서준의료재단예천권병원,G007,지역응급의료기관,경상북도 예천군 예천읍 시장로 136,054-654-6611,054-650-2119,36.65741644988633,128.45890491333589,경상북도
A2700030,의료법인석촌의료재단성주병원,G009,응급실운영신고기관,경상북도 성주군 성주읍 성주읍3길 5-3,054-932-1212,054-932-1909,35.91869489182473,128.28669967111344,경상북도
A2700014,의료법인안동병원,G001,권역응급의료센터,경상북도 안동시 앙실로 11 (수상동),054-840-1004,054-840-0119,36.54691448006022,128.70097021920307,경상북도
A2700070,의료법인영암의료재단고령영생병원,G007,지역응급의료기관,경상북도 고령군 대가야읍 중앙로 33 (영생병원),054-955-2661,070-4700-0728,35.72995531573922,128.27201138885076,경상북도
A2700063,의료법인영제의료재단영남제일병원,G007,지역응급의료기관,경상북도 의성군 안계면 용기4길 36,054-861-9111,054-861-9111,36.38925516777733,128.43429486266444,경상북도
A2702563,의료법인은성의료재단좋은선린병원,G007,지역응급의료기관,경상북도 포항시 북구 대신로 43 (대신동),054-245-5000,054-245-5200,36.048089061494764,129.36704339734024,경상북도
A2700007,차의과학대학교부속구미차병원,G001,권역응급의료센터,경상북도 구미시 신시로10길 12 (형곡동),054-450-9700,054-450-9998,36.11452808183706,128.34054647885029,경상북도
E2700554,청송군보건의료원,G007,지역응급의료기관,경상북도 청송군 청송읍 의료원길 19,054-870-7100,054-870-7119,36.43104059070308,129.0526608512385,경상북도
A2700016,포항성모병원,G001,권역응급의료센터,경상북도 포항시 남구 대잠동길 17 (대잠동),054-272-0151,054-260-8600,36.01585627687779,129.33981334567275,경상북도
A2700002,포항세명기독병원,G006,지역응급의료센터,경상북도 포항시 남구 포스코대로 351 (대도동),054-275-0005,054-289-1711,36.0181008246,129.3615706051,경상북도
A1300081,(재)미리내천주성삼성직수도회천주성삼병원,G007,지역응급의료기관,"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원)",053-790-1000,053-790-0555,35.84022544517349,128.70573339664242,대구광역시
A1300063,MS재건병원,G009,응급실운영신고기관,"대구광역시 중구 동덕로 194 (동인동1가, 동화빌딩)",053-653-0119,053-653-0119,35.8718797254,128.6048934753,대구광역시
A1300018,강남종합병원,G007,지역응급의료기관,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9000,053-980-9018,35.88300855242191,128.66345602650745,대구광역시
A1300002,경북대학교병원,G001,권역응급의료센터,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",053-200-5114,053-200-5100,35.866235497221616,128.60431466100363,대구광역시
A1303386,계명대학교대구동산병원,G007,지역응급의료기관,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",053-250-8114,053-250-8481,35.869459650891685,128.5829311080459,대구광역시
A1300003,계명대학교동산병원,G006,지역응급의료센터,대구광역시 달서구 달구벌대로 1035 (신당동),053-1577-6622,053-258-6301,35.85388728949212,128.48012966656532,대구광역시
A1300008,곽병원,G007,지역응급의료기관,대구광역시 중구 국채보상로 531 (수동),053-252-2401,053-605-3333,35.870693147975665,128.58872807724623,대구광역시
A1300038,나사렛종합병원,G007,지역응급의료기관,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",053-643-1400,053-643-3119,35.8147002604042,128.525094795643,대구광역시
A1300004,대구가톨릭대학교병원,G006,지역응급의료센터,대구광역시 남구 두류공원로17길 33 (대명동),053-650-3000,053-650-3000,35.843065593522674,128.56742621424615,대구광역시
A1300005,대구가톨릭대학교칠곡가톨릭병원,G007,지역응급의료기관,대구광역시 북구 칠곡중앙대로 440 (읍내동),053-320-2500,053-320-2111,35.934879518784534,128.54925198548904,대구광역시
A1300076,대구굿모닝병원,G007,지역응급의료기관,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",053-620-9100,053-620-9119,35.852967092432145,128.574066676267,대구광역시
A1304119,대구예스병원,G009,응급실운영신고기관,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",053-264-9100,053-264-9100,35.8390085913899,128.578413878887,대구광역시
A1300007,대구의료원,G007,지역응급의료기관,대구광역시 서구 평리로 157 (중리동),053-560-7575,053-560-7288,35.859623434747526,128.5405609266984,대구광역시
A1300009,대구파티마병원,G006,지역응급의료센터,대구광역시 동구 아양로 99 (신암동),053-1688-7770,053-940-7119,35.88393360650045,128.62383509209542,대구광역시
A1300110,더블유병원,G007,지역응급의료기관,"대구광역시 달서구 달구벌대로 1632, 더블유병원 (감삼동)",053-550-5000,053-550-5019,35.85264247289801,128.54496871658273,대구광역시
A1303923,더필종합병원,G009,응급실운영신고기관,대구광역시 서구 서대구로 194 (평리동),053-241-3000,053-241-4119,35.8753003752946,128.555296900418,대구광역시
A1300034,드림종합병원,G007,지역응급의료기관,대구광역시 남구 대명로 153 (대명동),053-640-8800,053-640-8575,35.8396345121582,128.5743546304414,대구광역시
A1300045,삼일병원,G007,지역응급의료기관,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",053-659-3100,053-659-3119,35.8327479530047,128.5538551132049,대구광역시
A1300065,새동산병원,G009,응급실운영신고기관,대구광역시 서구 국채보상로 379 (비산동),053-720-0365,053-720-0365,35.87244574101181,128.57238816897004,대구광역시
A1300001,영남대학교병원,G001,권역응급의료센터,대구광역시 남구 현충로 170 (대명동),053-623-8001,053-620-3177,35.84750592025217,128.58513118547506,대구광역시
A1300006,의료법인구의료재단구병원,G007,지역응급의료기관,대구광역시 달서구 감삼북길 141 (감삼동),053-560-9114,053-557-7119,35.85082313699737,128.54148303217696,대구광역시
A1300033,의료법인백천의료재단바로본병원,G009,응급실운영신고기관,대구광역시 동구 국채보상로 769 (신천동),1644-8575,053-721-8549,35.86845464452633,128.61518371219722,대구광역시
A1300010,칠곡경북대학교병원,G006,지역응급의료센터,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2000,053-200-2100,35.9560830613237,128.564408469835,대구광역시
A1300011,한국보훈복지의료공단대구보훈병원,G007,지역응급의료기관,대구광역시 달서구 월곡로 60 (도원동),053-630-7000,053-630-7014,35.80313747018647,128.55164640976287,대구광역시
A1303449,행복한병원,G009,응급실운영신고기관,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",053-210-8000,053-210-8082,35.69330550768229,128.47043956090056,대구광역시
A1600009,근로복지공단대전병원,G009,응급실운영신고기관,대전광역시 대덕구 계족로 637 (법동),042-670-5419,042-670-5119,36.36857686754784,127.42849985514822,대전광역시
A1600004,대전보훈병원,G007,지역응급의료기관,대전광역시 대덕구 대청로82번길 147 (신탄진동),042-939-0111,042-939-0100,36.4469365928189,127.43940812262,대전광역시
A1600003,대전한국병원,G007,지역응급의료기관,대전광역시 동구 동서대로 1672 (성남동),042-606-1000,042-606-1119,36.34831776122198,127.43575049626224,대전광역시
A1600014,대전화병원,G009,응급실운영신고기관,대전광역시 동구 동대전로 39 (신안동),042-620-7575,070-7609-3531,36.328994974921144,127.43918933617724,대전광역시
A1602246,대청병원,G007,지역응급의료기관,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",1899-6075,042-589-0119,36.308286328996566,127.37055327992432,대전광역시
A1600008,의료법인영훈의료재단대전선병원,G006,지역응급의료센터,"대전광역시 중구 목중로 29 (목동,(목동))",042-220-8114,042-220-8129,36.3359621088938,127.41011056508802,대전광역시
A1600007,의료법인영훈의료재단유성선병원,G006,지역응급의료센터,대전광역시 유성구 북유성대로 93 (지족동),042-609-1000,042-609-1119,36.37535496572087,127.32491359339663,대전광역시
A1600001,충남대학교병원,G001,권역응급의료센터,"대전광역시 중구 문화로 282, 충남대학교병원 (대사동)",1599-7123,042-280-8129,36.31696055071064,127.41546133417684,대전광역시
A1600005,학교법인가톨릭학원가톨릭대학교대전성모병원,G006,지역응급의료센터,"대전광역시 중구 대흥로 64, 성모병원 (대흥동)",042-220-9114,042-220-9118,36.32302490017959,127.42027313317438,대전광역시
A1600006,학교법인건양교육재단건양대학교병원,G001,권역응급의료센터,"대전광역시 서구 관저동로 158, 건양대학교병원 (관저동)",042-600-9999,042-600-9119,36.306711701457246,127.34263046359918,대전광역시
A1600002,학교법인을지학원대전을지대학교병원,G006,지역응급의료센터,대전광역시 서구 둔산서로 95 (둔산동),042-611-3000,042-259-1119,36.355068712678154,127.38199955857135,대전광역시
A1200028,(의)서일의료재단기장병원,G007,지역응급의료기관,부산광역시 기장군 기장읍 대청로72번길 6,051-723-0171,051-723-2119,35.23602946449906,129.21649161387128,부산광역시
A1200004,고신대학교복음병원,G006,지역응급의료센터,부산광역시 서구 감천로 262 (암남동),051-990-6114,051-990-6200,35.08029169184386,129.01572016067405,부산광역시
A1200045,구포성심병원,G007,지역응급의료기관,부산광역시 북구 낙동대로 1786 (구포동),051-330-2001,051-330-2090,35.20971002878793,129.0047510374652,부산광역시
A1200018,대동병원,G006,지역응급의료센터,부산광역시 동래구 충렬대로 187 (명륜동),051-554-1233,051-550-9391,35.204273174435535,129.08021549527504,부산광역시
A1200015,동남권원자력의학원원자력병원,G007,지역응급의료기관,부산광역시 기장군 장안읍 좌동길 40,051-720-5114,051-720-5911,35.3218426986741,129.2443306989,부산광역시
A1200011,동래봉생병원,G007,지역응급의료기관,부산광역시 동래구 안연로109번길 27 (안락동),051-520-5500,051-520-5700,35.196946476325536,129.09616660778497,부산광역시
A1200003,동아대학교병원,G001,권역응급의료센터,부산광역시 서구 대신공원로 26 (동대신동3가),051-240-2400,051-240-5300,35.12000583968841,129.01760368790895,부산광역시
A1200024,부산광역시의료원,G007,지역응급의료기관,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",051-507-3000,051-607-2140,35.187312651309654,129.05917919433944,부산광역시
A1200002,부산대학교병원,G006,지역응급의료센터,부산광역시 서구 구덕로 179 (아미동1가),051-240-7000,051-240-7776,35.10105418267188,129.01922207984205,부산광역시
A1200013,부산성모병원(재단법인 천주교부산교구유지재단),G007,지역응급의료기관,부산광역시 남구 용호로232번길 25-14 (용호동),051-933-7114,051-933-7119,35.110457328247016,129.10919202844133,부산광역시
A1207152,비에스길종합병원,G009,응급실운영신고기관,"부산광역시 연제구 중앙대로 1055, 지하3층~지하1층 일부, 지상1층 일부, 지상4층~14층 (연산동)",051-532-6000,051-861-1119,35.1825250869856,129.078426667768,부산광역시
A1200007,비에이치에스한서병원,G006,지역응급의료센터,부산광역시 수영구 수영로 615 (광안동),051-756-0081,051-998-1119,35.1610460623,129.1128811328,부산광역시
A1206845,빌리브세웅병원,G009,응급실운영신고기관,부산광역시 동래구 충렬대로 455 (안락동),051-500-1100,051-500-1119,35.195932829913,129.108211921917,부산광역시
A1200021,삼육부산병원,G007,지역응급의료기관,부산광역시 서구 대티로 170 (서대신동2가),051-242-9751,051-600-7750,35.11177720675051,129.01074979097717,부산광역시
A1200111,세일병원,G009,응급실운영신고기관,"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",051-464-8110,051-460-5277,35.12484866424028,129.0445941872797,부산광역시
A1200014,영도병원,G007,지역응급의료기관,부산광역시 영도구 태종로 85 (대교동2가),051-414-8101,051-419-7575,35.09227119620571,129.04053714557975,부산광역시
A1200009,의료법인 광혜의료재단 광혜병원,G007,지역응급의료기관,"부산광역시 동래구 충렬대로 96 (온천동, 광혜병원)",051-503-2111,051-504-2119,35.207033333333335,129.07113611111112,부산광역시
A1200081,의료법인 라움의료재단 세웅병원,G009,응급실운영신고기관,부산광역시 금정구 서동로 162 (서동),051-500-9700,051-500-9671,35.214424760113644,129.10408278932294,부산광역시
A1200098,의료법인 센텀의료재단 센텀종합병원,G007,지역응급의료기관,부산광역시 수영구 수영로679번길 8 (광안동),051-750-5000,051-750-5119,35.16637129021226,129.11466833709284,부산광역시
A1200020,의료법인 온그룹의료재단 온병원,G006,지역응급의료센터,"부산광역시 부산진구 가야대로 719, ,767,721,본관 지하3~11층 전부,12층 일부,13~14층 전부,15층 일부,신관 1층, 9층 일부 (당감동)",051-607-0114,051-607-0139,35.15787735996765,129.04998435792845,부산광역시
A1200008,의료법인 은성의료재단 좋은강안병원,G007,지역응급의료기관,부산광역시 수영구 수영로 493 (남천동),051-625-0900,051-610-9119,35.15015905669445,129.11072434834875,부산광역시
A1200005,의료법인 은성의료재단 좋은삼선병원,G006,지역응급의료센터,"부산광역시 사상구 가야대로 326, 좋은삼선병원 (주례동)",051-322-0900,051-310-9119,35.1505677387241,129.0081978825217,부산광역시
A1200006,의료법인 인당의료재단 부민병원,G007,지역응급의료기관,부산광역시 북구 만덕대로 59 (덕천동),051-330-3000,051-330-3129,35.211914318056756,129.01121232860874,부산광역시
A1205143,의료법인 인당의료재단 해운대부민병원,G007,지역응급의료기관,"부산광역시 해운대구 해운대로 584, 해운대 부민병원 지하4~지상13층 (우동)",051-602-8000,051-602-8119,35.16142040775608,129.1556561002225,부산광역시
A1200012,의료법인 행도의료재단 해동병원,G007,지역응급의료기관,부산광역시 영도구 태종로 133 (봉래동3가),051-412-6161,051-410-6688,35.09194298219175,129.04386428258525,부산광역시
A1200101,의료법인센텀의료재단 서부산센텀병원,G009,응급실운영신고기관,부산광역시 사상구 새벽로 226 (괘법동),051-329-3000,051-329-3119,35.1611949258804,128.98454762202408,부산광역시
A1200017,의료법인정화의료재단 봉생기념병원,G007,지역응급의료기관,"부산광역시 동구 중앙대로 401 (좌천동, 봉생병원)",051-664-4000,051-664-4119,35.13085783627095,129.0505708823645,부산광역시
A1200022,인제대학교 해운대백병원,G001,권역응급의료센터,부산광역시 해운대구 해운대로 875 (좌동),051-797-0100,051-797-0135,35.17334313589264,129.182181239924,부산광역시
A1200001,인제대학교부산백병원,G006,지역응급의료센터,"부산광역시 부산진구 복지로 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",051-890-6114,051-890-5995,35.146454469689104,129.02057150748323,부산광역시
A1200110,재단법인 베스티안재단 베스티안부산병원,G009,응급실운영신고기관,부산광역시 북구 화명대로 1 (화명동),051-332-7575,051-332-7573,35.235586741528486,129.00862669149657,부산광역시
A1200027,재단법인일신기독교선교회 일신기독병원,G009,응급실운영신고기관,부산광역시 동구 정공단로 27 (좌천동),051-630-0300,051-630-0415,35.13550455261155,129.0545970475024,부산광역시
A1200023,재단법인천주교부산교구유지재단 메리놀병원,G007,지역응급의료기관,부산광역시 중구 중구로 121 (대청동4가),051-465-8801,051-461-2300,35.107580971280804,129.03246380102908,부산광역시
A1200026,좋은문화병원,G007,지역응급의료기관,부산광역시 동구 범일로 119 (범일동),051-644-2002,051-630-0909,35.1407239889452,129.05906375734872,부산광역시
A1200025,춘해보건대학교병원,G007,지역응급의료기관,"부산광역시 부산진구 중앙대로 605, 지상1층~지상9층 (범천동)",051-638-8000,051-608-0119,35.147036979509224,129.05854773411613,부산광역시
A1200089,큐병원,G009,응급실운영신고기관,부산광역시 사하구 낙동대로 408 (당리동),051-207-4343,051-207-4044,35.1038694656409,128.973885469813,부산광역시
A1200019,학교법인)동의병원,G007,지역응급의료기관,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",051-867-5101,051-850-8777,35.169922174960384,129.0767443760438,부산광역시
A1200016,한국보훈복지의료공단 부산보훈병원,G007,지역응급의료기관,부산광역시 사상구 백양대로 420 (주례동),051-601-6000,051-601-6183,35.15333436517864,129.00656514354415,부산광역시
A1200048,효성시티병원,G009,응급실운영신고기관,부산광역시 해운대구 해운대로 135 (재송동),051-709-3000,051-709-3119,35.18541271514478,129.12145899191526,부산광역시
A1100011,가톨릭대학교여의도성모병원,G006,지역응급의료센터,"서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)",02-1661-7575,02-3779-1199,37.51827233800711,126.93673129599131,서울특별시
A1121013,가톨릭대학교은평성모병원,G006,지역응급의료센터,서울특별시 은평구 통일로 1021 (진관동),02-1811-7755,02-1811-7755,37.633608409726854,126.91615048739686,서울특별시
A1100047,강남고려병원,G009,응급실운영신고기관,서울특별시 관악구 관악로 242 (봉천동),1661-8267,02-874-7227,37.4856188363947,126.956781703053,서울특별시
A1100141,강남베드로병원,G009,응급실운영신고기관,"서울특별시 강남구 남부순환로 2649, 베드로병원 (도곡동)",1544-7522,1544-7522,37.485612179925724,127.0395873429168,서울특별시
A1100076,강남힐병원,G009,응급실운영신고기관,"서울특별시 관악구 남부순환로 1449, 강남힐병원 (신림동)",02-853-4600,02-853-9100,37.4816513439454,126.911648078471,서울특별시
A1100043,강동경희대학교병원,G001,권역응급의료센터,서울특별시 강동구 동남로 892 (상일동),02-440-7114,02-440-7000,37.5520459324005,127.157084787845,서울특별시
A1100006,강북삼성병원,G006,지역응급의료센터,서울특별시 종로구 새문안로 29 (평동),02-2001-2001,02-2001-1000,37.568497631233825,126.96793805451702,서울특별시
A1121842,강북으뜸병원,G009,응급실운영신고기관,"서울특별시 강북구 도봉로 187, 지하1층, 지상1층~지상5층 (미아동)",02-986-0334,02-986-0334,37.6254205559935,127.026184524499,서울특별시
A1117285,강서케이병원,G009,응급실운영신고기관,"서울특별시 강서구 가로공원로 187, 강서케이병원 (화곡동)",02-1833-7530,02-6905-8585,37.5373576230977,126.836699017573,서울특별시
A1125429,강철병원,G009,응급실운영신고기관,"서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)",02-6287-5500,02-6287-5500,37.50234558341771,127.09429683872202,서울특별시
A1100002,건국대학교병원,G006,지역응급의료센터,서울특별시 광진구 능동로 120-1 (화양동),1588-1533,02-2030-5555,37.54084479467721,127.0721229093036,서울특별시
A1100039,경찰병원,G007,지역응급의료기관,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",02-3400-1114,02-3400-1300,37.496413213560785,127.12348793503202,서울특별시
A1100001,경희대학교병원,G006,지역응급의료센터,서울특별시 동대문구 경희대로 23 (회기동),02-958-8114,02-958-8114,37.5938765502235,127.05183223390303,서울특별시
A1100014,고려대학교의과대학부속구로병원,G001,권역응급의료센터,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",02-2626-1114,02-2626-1550,37.49211114525054,126.8847449363546,서울특별시
A1100026,구로성심병원,G007,지역응급의료기관,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",02-2067-1500,02-2067-1515,37.49964578669388,126.86636039556485,서울특별시
A1100052,국립중앙의료원,G006,지역응급의료센터,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",02-2260-7114,02-2276-2114,37.56733955813183,127.00579539705473,서울특별시
A1122033,기쁨병원,G007,지역응급의료기관,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",02-570-1234,02-570-1212,37.482713030212,127.018063486739,서울특별시
A1126226,낭만병원,G009,응급실운영신고기관,서울특별시 동작구 동작대로 67 (사당동),02-523-1119,070-4917-5109,37.4825469938281,126.981480681968,서울특별시
A1100048,노원을지대학교병원,G006,지역응급의료센터,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",02-970-8000,02-970-8282,37.636442927386746,127.07000281991385,서울특별시
A1100044,녹색병원,G007,지역응급의료기관,서울특별시 중랑구 사가정로49길 53 (면목동),02-490-2000,02-490-2113,37.58362083896108,127.08605546969358,서울특별시
A1100037,대림성모병원,G007,지역응급의료기관,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",02-829-9000,02-829-9129,37.49068925436284,126.90716948025135,서울특별시
A1123234,더드림병원,G009,응급실운영신고기관,"서울특별시 강남구 선릉로 404, 더드림병원 (대치동)",02-1661-1177,1661-1177,37.5009902618151,127.050967336445,서울특별시
A1100024,명지성모병원,G007,지역응급의료기관,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",02-1899-1475,02-829-7800,37.4938507104387,126.89925446922592,서울특별시
A1100046,미즈메디병원,G009,응급실운영신고기관,서울특별시 강서구 강서로 295 (내발산동),15882701,02-2007-1118,37.55225379358291,126.83602535156236,서울특별시
A1100036,부민병원,G007,지역응급의료기관,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",1577-7582,02-2620-0119,37.556940892893586,126.85094950539181,서울특별시
A1100148,사랑의병원,G009,응급실운영신고기관,"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",02-880-0114,02-880-0119,37.4796247835746,126.956285774259,서울특별시
A1100010,삼성서울병원,G006,지역응급의료센터,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",02-3410-2114,02-3410-2060,37.48851613490445,127.08668245340024,서울특별시
A1100021,삼육서울병원,G006,지역응급의료센터,서울특별시 동대문구 망우로 82 (휘경동),02-2244-0191,02-2210-3566,37.587992001305395,127.0653288266823,서울특별시
